po_number,po_date,supplier_id,ordered_by,quantity_liters,market_price_per_liter,actual_price_per_liter,total_cost_mmk,price_vs_market_pct,delivery_location,promised_delivery_date,actual_delivery_date,delivery_delay_days,status,order_type,ai_recommended,notes
PO-2026-0284,2025-11-25,SUP-001,Daw Su Su,100.0,2932,2991,299100,2.0,DL-001,2025-11-27,2025-11-27 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0285,2025-11-25,SUP-001,Ko Zaw Lin,100.0,2932,2991,299100,2.0,CENTRAL-DEPOT,2025-11-27,2025-11-27 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0286,2025-11-26,SUP-002,U Min Htet,100.0,2787,2759,275900,-1.0,RS-003,2025-11-28,2025-11-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0287,2025-11-26,SUP-002,Ko Zaw Lin,100.0,2787,2759,275900,-1.0,FB-002,2025-11-28,2025-11-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0288,2025-11-26,SUP-004,Ma Yin Mar,100.0,2787,2787,278700,0.0,CENTRAL-DEPOT,2025-11-26,2025-11-26 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0289,2025-11-26,SUP-001,Ma Yin Mar,402.0,2787,2965,1191930,6.4,PM-003,2025-11-27,2025-11-28 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0290,2025-11-26,SUP-003,Daw Su Su,108.0,2787,2926,316008,5.0,RS-003,2025-11-30,2025-11-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0291,2025-11-26,SUP-003,Ma Yin Mar,100.0,2787,2926,292600,5.0,CENTRAL-DEPOT,2025-11-30,2025-12-02 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0292,2025-11-26,SUP-003,U Min Htet,146.0,2787,2926,427196,5.0,RS-001,2025-11-29,2025-12-02 00:00:00,3,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0293,2025-11-27,SUP-001,Ko Zaw Lin,100.0,2827,2947,294700,4.2,CENTRAL-DEPOT,2025-11-28,2025-11-30 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0294,2025-11-27,SUP-003,Daw Su Su,146.0,2827,2968,433328,5.0,CENTRAL-DEPOT,2025-12-01,2025-12-02 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0295,2025-11-27,SUP-001,U Min Htet,100.0,2827,2884,288400,2.0,DL-002,2025-11-28,2025-11-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0296,2025-11-27,SUP-001,U Min Htet,100.0,2827,2884,288400,2.0,CENTRAL-DEPOT,2025-11-28,2025-11-29 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0297,2025-11-27,SUP-001,U Min Htet,100.0,2827,2884,288400,2.0,CENTRAL-DEPOT,2025-11-29,2025-11-30 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0298,2025-11-27,SUP-001,Ma Yin Mar,100.0,2827,2884,288400,2.0,FV-002,2025-11-28,2025-11-28 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0299,2025-11-27,SUP-003,Daw Su Su,100.0,2827,3090,309000,9.3,CENTRAL-DEPOT,2025-11-30,2025-12-01 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0300,2025-11-28,SUP-003,Ko Zaw Lin,100.0,2876,3020,302000,5.0,RC-005,2025-12-02,2025-12-05 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0301,2025-11-28,SUP-002,Ma Yin Mar,100.0,2876,2847,284700,-1.0,CENTRAL-DEPOT,2025-11-29,2025-12-01 00:00:00,2,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0302,2025-11-28,SUP-003,Ma Yin Mar,594.0,2876,3100,1841400,7.8,CENTRAL-DEPOT,2025-12-02,2025-12-03 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0303,2025-11-28,SUP-003,Ma Yin Mar,157.0,2876,3110,488270,8.1,DC-002,2025-12-01,2025-12-02 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0304,2025-11-28,SUP-001,Daw Su Su,100.0,2876,2934,293400,2.0,RS-002,2025-11-29,2025-12-01 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0305,2025-11-28,SUP-002,Daw Su Su,100.0,2876,2847,284700,-1.0,FR-004,2025-12-01,2025-12-01 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0306,2025-11-28,SUP-002,U Min Htet,104.0,2876,2847,296088,-1.0,FR-002,2025-11-30,2025-11-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0307,2025-11-29,SUP-001,Ko Zaw Lin,100.0,2926,2985,298500,2.0,CENTRAL-DEPOT,2025-11-30,2025-11-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0308,2025-11-29,SUP-001,Ko Zaw Lin,100.0,2926,2985,298500,2.0,RS-009,2025-11-30,2025-11-30 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0309,2025-11-29,SUP-002,Ko Zaw Lin,100.0,2926,2897,289700,-1.0,RC-005,2025-12-01,2025-12-01 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0310,2025-11-30,SUP-002,Daw Su Su,331.0,2808,2780,920180,-1.0,RH-001,2025-12-02,2025-12-02 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0311,2025-11-30,SUP-004,U Min Htet,104.0,2808,2808,292032,0.0,CENTRAL-DEPOT,2025-11-30,2025-11-30 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0312,2025-11-30,SUP-002,Ma Yin Mar,198.0,2808,2780,550440,-1.0,DC-002,2025-12-03,2025-12-03 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0313,2025-12-01,SUP-003,Daw Su Su,100.0,2831,2973,297300,5.0,FV-005,2025-12-04,2025-12-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0314,2025-12-01,SUP-003,Ma Yin Mar,100.0,2831,2973,297300,5.0,FV-001,2025-12-05,2025-12-08 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0315,2025-12-01,SUP-002,Ko Zaw Lin,100.0,2831,2803,280300,-1.0,FV-002,2025-12-04,2025-12-04 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0316,2025-12-01,SUP-003,Ko Zaw Lin,100.0,2831,3052,305200,7.8,FR-001,2025-12-05,2025-12-08 00:00:00,3,DELIVERED,EMERGENCY,False,
PO-2026-0317,2025-12-01,SUP-001,Daw Su Su,227.0,2831,2888,655576,2.0,PM-003,2025-12-03,2025-12-04 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0318,2025-12-01,SUP-001,Ma Yin Mar,224.0,2831,3027,678048,6.9,DC-002,2025-12-03,2025-12-03 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0319,2025-12-02,SUP-002,Ma Yin Mar,100.0,2756,2728,272800,-1.0,RS-010,2025-12-03,2025-12-05 00:00:00,2,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0320,2025-12-02,SUP-002,Ma Yin Mar,100.0,2756,2728,272800,-1.0,CENTRAL-DEPOT,2025-12-05,2025-12-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0321,2025-12-02,SUP-002,Ko Zaw Lin,593.0,2756,2728,1617704,-1.0,PM-002,2025-12-04,2025-12-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0322,2025-12-03,SUP-003,U Min Htet,100.0,2749,2886,288600,5.0,RC-010,2025-12-06,2025-12-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0323,2025-12-03,SUP-003,Ma Yin Mar,100.0,2749,2886,288600,5.0,PO-001,2025-12-07,2025-12-07 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0324,2025-12-03,SUP-003,U Min Htet,100.0,2749,2886,288600,5.0,CENTRAL-DEPOT,2025-12-06,2025-12-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0325,2025-12-03,SUP-002,Ko Zaw Lin,100.0,2749,2722,272200,-1.0,FB-001,2025-12-04,2025-12-04 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0326,2025-12-03,SUP-003,U Min Htet,100.0,2749,2886,288600,5.0,RS-010,2025-12-06,2025-12-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0327,2025-12-04,SUP-002,Ma Yin Mar,100.0,2910,2881,288100,-1.0,FV-001,2025-12-06,2025-12-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0328,2025-12-04,SUP-003,Ma Yin Mar,100.0,2910,3056,305600,5.0,RC-009,2025-12-08,2025-12-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0329,2025-12-04,SUP-001,Daw Su Su,100.0,2910,2968,296800,2.0,FR-003,2025-12-05,2025-12-05 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0330,2025-12-04,SUP-003,Ko Zaw Lin,108.0,2910,3056,330048,5.0,CENTRAL-DEPOT,2025-12-08,2025-12-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0331,2025-12-05,SUP-001,Ko Zaw Lin,361.0,2955,3014,1088054,2.0,CENTRAL-DEPOT,2025-12-07,2025-12-07 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0332,2025-12-05,SUP-002,Ko Zaw Lin,100.0,2955,2925,292500,-1.0,DC-001,2025-12-08,2025-12-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0333,2025-12-05,SUP-001,Daw Su Su,100.0,2955,3014,301400,2.0,CENTRAL-DEPOT,2025-12-06,2025-12-07 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0334,2025-12-05,SUP-001,U Min Htet,208.0,2955,3014,626912,2.0,PM-002,2025-12-06,2025-12-06 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0335,2025-12-05,SUP-003,Ma Yin Mar,100.0,2955,3103,310300,5.0,FR-002,2025-12-08,2025-12-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0336,2025-12-06,SUP-004,U Min Htet,100.0,2842,2915,291500,2.6,FB-004,2025-12-07,2025-12-07 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0337,2025-12-06,SUP-003,Daw Su Su,100.0,2842,2984,298400,5.0,CENTRAL-DEPOT,2025-12-09,2025-12-09 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0338,2025-12-06,SUP-001,Ko Zaw Lin,255.0,2842,2899,739245,2.0,PM-001,2025-12-08,2025-12-08 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0339,2025-12-07,SUP-003,Ma Yin Mar,586.0,2930,3076,1802536,5.0,PM-002,2025-12-11,2025-12-11 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0340,2025-12-07,SUP-001,Ma Yin Mar,100.0,2930,2989,298900,2.0,RS-009,2025-12-09,2025-12-09 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0341,2025-12-07,SUP-001,Daw Su Su,100.0,2930,2989,298900,2.0,RS-010,2025-12-09,2025-12-12 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0342,2025-12-07,SUP-003,Ko Zaw Lin,100.0,2930,3076,307600,5.0,DW-003,2025-12-11,2025-12-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0343,2025-12-07,SUP-001,Daw Su Su,100.0,2930,2989,298900,2.0,RC-009,2025-12-08,2025-12-09 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0344,2025-12-07,SUP-004,U Min Htet,101.0,2930,2930,295930,0.0,FR-001,2025-12-08,2025-12-09 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0345,2025-12-08,SUP-004,Daw Su Su,133.0,2881,2881,383173,0.0,CENTRAL-DEPOT,2025-12-10,2025-12-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0346,2025-12-08,SUP-004,Daw Su Su,321.0,2881,2881,924801,0.0,CENTRAL-DEPOT,2025-12-09,2025-12-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0347,2025-12-08,SUP-001,Ma Yin Mar,127.0,2881,2939,373253,2.0,DW-001,2025-12-09,2025-12-12 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0348,2025-12-08,SUP-004,Daw Su Su,100.0,2881,2881,288100,0.0,DL-002,2025-12-09,2025-12-09 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0349,2025-12-08,SUP-001,U Min Htet,100.0,2881,2939,293900,2.0,FV-003,2025-12-09,2025-12-09 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0350,2025-12-09,SUP-004,Ma Yin Mar,100.0,2803,2803,280300,0.0,RC-001,2025-12-10,2025-12-10 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0351,2025-12-09,SUP-001,Daw Su Su,100.0,2803,2859,285900,2.0,RC-002,2025-12-10,2025-12-10 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0352,2025-12-09,SUP-004,Ko Zaw Lin,100.0,2803,2803,280300,0.0,CENTRAL-DEPOT,2025-12-10,2025-12-12 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0353,2025-12-09,SUP-003,Daw Su Su,100.0,2803,2943,294300,5.0,RS-005,2025-12-13,2025-12-14 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0354,2025-12-09,SUP-004,Ko Zaw Lin,267.0,2803,2803,748401,0.0,DC-001,2025-12-11,2025-12-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0355,2025-12-09,SUP-004,Ko Zaw Lin,153.0,2803,2803,428859,0.0,DC-002,2025-12-11,2025-12-12 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0356,2025-12-10,SUP-003,U Min Htet,100.0,2887,3158,315800,9.4,FR-002,2025-12-13,2025-12-15 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0357,2025-12-10,SUP-002,Daw Su Su,100.0,2887,2858,285800,-1.0,CENTRAL-DEPOT,2025-12-13,2025-12-15 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0358,2025-12-10,SUP-002,Daw Su Su,100.0,2887,2858,285800,-1.0,CENTRAL-DEPOT,2025-12-12,2025-12-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0359,2025-12-10,SUP-003,Ma Yin Mar,100.0,2887,3031,303100,5.0,RH-004,2025-12-14,2025-12-15 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0360,2025-12-10,SUP-002,Ko Zaw Lin,100.0,2887,2858,285800,-1.0,CENTRAL-DEPOT,2025-12-11,2025-12-11 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0361,2025-12-11,SUP-004,U Min Htet,100.0,2985,2985,298500,0.0,RC-010,2025-12-12,2025-12-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0362,2025-12-11,SUP-003,U Min Htet,100.0,2985,3134,313400,5.0,FB-002,2025-12-15,2025-12-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0363,2025-12-11,SUP-003,Ko Zaw Lin,100.0,2985,3134,313400,5.0,FV-004,2025-12-15,2025-12-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0364,2025-12-11,SUP-004,U Min Htet,100.0,2985,2985,298500,0.0,FV-002,2025-12-12,2025-12-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0365,2025-12-11,SUP-002,Ma Yin Mar,100.0,2985,2955,295500,-1.0,CENTRAL-DEPOT,2025-12-14,2025-12-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0366,2025-12-11,SUP-001,Ko Zaw Lin,100.0,2985,3045,304500,2.0,RC-003,2025-12-12,2025-12-12 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0367,2025-12-12,SUP-002,Ma Yin Mar,100.0,2864,2835,283500,-1.0,CENTRAL-DEPOT,2025-12-15,2025-12-16 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0368,2025-12-12,SUP-001,Ma Yin Mar,100.0,2864,2921,292100,2.0,CENTRAL-DEPOT,2025-12-13,2025-12-13 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0369,2025-12-12,SUP-001,U Min Htet,100.0,2864,2921,292100,2.0,RS-006,2025-12-14,2025-12-15 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0370,2025-12-12,SUP-001,U Min Htet,100.0,2864,2921,292100,2.0,RS-009,2025-12-14,2025-12-17 00:00:00,3,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0371,2025-12-13,SUP-002,Ma Yin Mar,100.0,2997,2967,296700,-1.0,FR-005,2025-12-16,2025-12-17 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0372,2025-12-13,SUP-001,Daw Su Su,100.0,2997,3174,317400,5.9,RC-006,2025-12-14,2025-12-14 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0373,2025-12-13,SUP-002,Ma Yin Mar,100.0,2997,3074,307400,2.6,RC-009,2025-12-16,2025-12-17 00:00:00,1,DELIVERED,EMERGENCY,False,
PO-2026-0374,2025-12-14,SUP-001,U Min Htet,100.0,2667,2720,272000,2.0,RC-004,2025-12-15,2025-12-15 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0375,2025-12-14,SUP-004,U Min Htet,100.0,2667,2667,266700,0.0,RC-007,2025-12-14,2025-12-14 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0376,2025-12-14,SUP-002,Daw Su Su,100.0,2667,2640,264000,-1.0,RC-005,2025-12-17,2025-12-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0377,2025-12-14,SUP-002,Ko Zaw Lin,100.0,2667,2640,264000,-1.0,DC-001,2025-12-16,2025-12-17 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0378,2025-12-14,SUP-003,Ma Yin Mar,100.0,2667,2800,280000,5.0,RH-004,2025-12-18,2025-12-18 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0379,2025-12-15,SUP-003,Daw Su Su,100.0,2948,3095,309500,5.0,CENTRAL-DEPOT,2025-12-19,2025-12-22 00:00:00,3,DELIVERED,SCHEDULED,False,
PO-2026-0380,2025-12-15,SUP-002,Daw Su Su,100.0,2948,2919,291900,-1.0,CENTRAL-DEPOT,2025-12-17,2025-12-17 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0381,2025-12-15,SUP-003,Ma Yin Mar,100.0,2948,3095,309500,5.0,RS-003,2025-12-19,2025-12-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0382,2025-12-15,SUP-004,U Min Htet,100.0,2948,3040,304000,3.1,CENTRAL-DEPOT,2025-12-16,2025-12-16 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0383,2025-12-15,SUP-004,Ma Yin Mar,100.0,2948,2948,294800,0.0,RC-010,2025-12-15,2025-12-15 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0384,2025-12-16,SUP-003,Ko Zaw Lin,100.0,2896,3041,304100,5.0,RC-006,2025-12-19,2025-12-19 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0385,2025-12-16,SUP-003,Daw Su Su,100.0,2896,3041,304100,5.0,RS-006,2025-12-20,2025-12-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0386,2025-12-16,SUP-001,Ko Zaw Lin,124.0,2896,2954,366296,2.0,CENTRAL-DEPOT,2025-12-18,2025-12-18 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0387,2025-12-17,SUP-004,Ko Zaw Lin,100.0,2871,2871,287100,0.0,CENTRAL-DEPOT,2025-12-19,2025-12-20 00:00:00,1,DELIVERED,BULK_BUY,False,
PO-2026-0388,2025-12-17,SUP-003,Ma Yin Mar,100.0,2871,3015,301500,5.0,CENTRAL-DEPOT,2025-12-20,2025-12-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0389,2025-12-17,SUP-003,Daw Su Su,147.0,2871,3015,443205,5.0,RH-003,2025-12-20,2025-12-22 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0390,2025-12-17,SUP-001,Daw Su Su,100.0,2871,2928,292800,2.0,RC-004,2025-12-19,2025-12-19 00:00:00,0,DELIVERED,BULK_BUY,False,
PO-2026-0391,2025-12-17,SUP-003,Daw Su Su,100.0,2871,3015,301500,5.0,CENTRAL-DEPOT,2025-12-20,2025-12-20 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0392,2025-12-17,SUP-003,U Min Htet,100.0,2871,3015,301500,5.0,RC-008,2025-12-21,2025-12-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0393,2025-12-17,SUP-004,Ko Zaw Lin,100.0,2871,2871,287100,0.0,FR-004,2025-12-19,2025-12-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0394,2025-12-17,SUP-002,U Min Htet,100.0,2871,2842,284200,-1.0,RS-010,2025-12-19,2025-12-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0395,2025-12-18,SUP-002,Ko Zaw Lin,100.0,2909,2880,288000,-1.0,RS-004,2025-12-20,2025-12-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0396,2025-12-18,SUP-004,U Min Htet,100.0,2909,2909,290900,0.0,CENTRAL-DEPOT,2025-12-19,2025-12-19 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0397,2025-12-18,SUP-002,Daw Su Su,151.0,2909,2880,434880,-1.0,PM-001,2025-12-20,2025-12-21 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0398,2025-12-18,SUP-002,U Min Htet,137.0,2909,2880,394560,-1.0,RH-001,2025-12-21,2025-12-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0399,2025-12-18,SUP-002,Daw Su Su,100.0,2909,2880,288000,-1.0,FV-002,2025-12-21,2025-12-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0400,2025-12-18,SUP-003,Ko Zaw Lin,122.0,2909,3054,372588,5.0,PO-001,2025-12-21,2025-12-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0401,2025-12-18,SUP-004,Daw Su Su,106.0,2909,2909,308354,0.0,DC-001,2025-12-20,2025-12-22 00:00:00,2,DELIVERED,BULK_BUY,False,
PO-2026-0402,2025-12-18,SUP-004,U Min Htet,100.0,2909,2909,290900,0.0,RC-010,2025-12-20,2025-12-21 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0403,2025-12-19,SUP-004,Ma Yin Mar,100.0,2750,2750,275000,0.0,CENTRAL-DEPOT,2025-12-19,2025-12-21 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0404,2025-12-19,SUP-002,Daw Su Su,259.0,2750,2722,704998,-1.0,PM-004,2025-12-21,2025-12-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0405,2025-12-19,SUP-002,Ko Zaw Lin,100.0,2750,2722,272200,-1.0,FB-003,2025-12-20,2025-12-22 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0406,2025-12-19,SUP-002,U Min Htet,100.0,2750,2722,272200,-1.0,CENTRAL-DEPOT,2025-12-20,2025-12-20 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0407,2025-12-20,SUP-003,Ma Yin Mar,100.0,2899,3142,314200,8.4,RC-009,2025-12-23,2025-12-25 00:00:00,2,DELIVERED,EMERGENCY,False,
PO-2026-0408,2025-12-20,SUP-004,Daw Su Su,100.0,2899,2899,289900,0.0,RC-007,2025-12-21,2025-12-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0409,2025-12-20,SUP-001,Ko Zaw Lin,100.0,2899,2957,295700,2.0,RS-006,2025-12-22,2025-12-22 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0410,2025-12-20,SUP-002,Daw Su Su,100.0,2899,2870,287000,-1.0,RS-006,2025-12-21,2025-12-22 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0411,2025-12-21,SUP-001,Daw Su Su,100.0,2953,3012,301200,2.0,RC-003,2025-12-23,2025-12-23 00:00:00,0,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0412,2025-12-21,SUP-004,Daw Su Su,100.0,2953,3069,306900,3.9,CENTRAL-DEPOT,2025-12-23,2025-12-23 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0413,2025-12-21,SUP-001,U Min Htet,100.0,2953,3012,301200,2.0,CENTRAL-DEPOT,2025-12-23,2025-12-23 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0414,2025-12-21,SUP-002,Daw Su Su,100.0,2953,2923,292300,-1.0,DL-002,2025-12-24,2025-12-27 00:00:00,3,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0415,2025-12-21,SUP-004,Ko Zaw Lin,100.0,2953,2953,295300,0.0,RC-007,2025-12-21,2025-12-21 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0416,2025-12-22,SUP-003,Daw Su Su,100.0,3051,3293,329300,7.9,FV-004,2025-12-26,2025-12-26 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0417,2025-12-22,SUP-004,Ma Yin Mar,151.0,3051,3051,460701,0.0,DC-003,2025-12-24,2025-12-25 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0418,2025-12-22,SUP-002,Daw Su Su,100.0,3051,3020,302000,-1.0,RC-003,2025-12-24,2025-12-25 00:00:00,1,DELIVERED,SCHEDULED,False,
PO-2026-0419,2025-12-22,SUP-002,Daw Su Su,169.0,3051,3020,510380,-1.0,RH-004,2025-12-24,2025-12-26 00:00:00,2,DELIVERED,SCHEDULED,False,
PO-2026-0420,2025-12-22,SUP-004,U Min Htet,150.0,3051,3051,457650,0.0,DC-003,2025-12-24,2025-12-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0421,2025-12-22,SUP-004,U Min Htet,100.0,3051,3121,312100,2.3,DW-003,2025-12-23,2025-12-23 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0422,2025-12-22,SUP-001,Ko Zaw Lin,100.0,3051,3234,323400,6.0,RS-008,2025-12-23,2025-12-23 00:00:00,0,DELIVERED,EMERGENCY,False,
PO-2026-0423,2025-12-23,SUP-001,U Min Htet,100.0,2900,2958,295800,2.0,RS-003,2025-12-25,2025-12-26 00:00:00,1,DELIVERED,BULK_BUY,True,AI recommended bulk buy
PO-2026-0424,2025-12-23,SUP-001,Daw Su Su,100.0,2900,2958,295800,2.0,RS-005,2025-12-24,2025-12-24 00:00:00,0,DELIVERED,SCHEDULED,False,
PO-2026-0425,2025-12-23,SUP-004,Ma Yin Mar,100.0,2900,2900,290000,0.0,FR-005,2025-12-23,2025-12-23 00:00:00,0,DELIVERED,SCHEDULED,False,
