date,store_id,diesel_stock_liters,diesel_purchased_liters,tank_capacity_liters,supplier_lead_time_days,days_of_coverage
2026-01-12,FB-002,48.2,0.0,100,2.0,11.3
2026-01-13,FB-002,41.3,0.0,100,3.2,5.9
2026-01-14,FB-002,100.0,79.6,100,2.9,9.2
2026-01-15,FB-002,91.6,0.0,100,2.6,11.0
2026-01-16,FB-002,85.8,0.0,100,1.8,14.7
2026-01-17,FB-002,100.0,61.3,100,2.2,11.3
2026-01-18,FB-002,92.4,0.0,100,1.9,12.1
2026-01-19,FB-002,82.9,0.0,100,2.2,8.8
2026-01-20,FB-002,76.3,0.0,100,3.5,11.6
2026-01-21,FB-002,100.0,53.0,100,2.0,16.9
2026-01-22,FB-002,94.1,0.0,100,2.4,16.0
2026-01-23,FB-002,89.7,0.0,100,2.0,20.1
2026-01-24,FB-002,100.0,68.3,100,2.7,10.5
2026-01-25,FB-002,95.9,0.0,100,3.1,23.3
2026-01-26,FB-002,84.8,0.0,100,3.1,7.7
2026-01-27,FB-002,77.1,0.0,100,3.6,9.9
2026-01-28,FB-002,67.3,0.0,100,3.3,6.9
2026-01-29,FB-002,100.0,62.8,100,3.5,18.8
2026-01-30,FB-002,93.0,0.0,100,3.1,13.3
2026-01-31,FB-002,83.6,0.0,100,2.4,8.9
2026-02-01,FB-002,78.9,0.0,100,3.5,16.5
2026-02-02,FB-002,70.5,0.0,100,2.3,8.4
2026-02-03,FB-002,62.5,0.0,100,2.9,7.8
2026-02-04,FB-002,54.2,0.0,100,2.6,6.6
2026-02-05,FB-002,43.5,0.0,100,3.4,4.1
2026-02-06,FB-002,33.7,0.0,100,2.8,3.4
2026-02-07,FB-002,90.9,67.8,100,3.2,8.6
2026-02-08,FB-002,82.2,0.0,100,3.6,9.3
2026-02-09,FB-002,74.4,0.0,100,3.5,9.6
2026-02-10,FB-002,70.6,0.0,100,2.1,18.8
2026-02-11,FB-002,60.0,0.0,100,2.4,5.6
2026-02-12,FB-002,51.8,0.0,100,3.6,6.3
2026-02-13,FB-002,42.3,0.0,100,3.5,4.5
2026-02-14,FB-002,97.2,62.9,100,3.5,12.1
2026-02-15,FB-002,91.3,0.0,100,3.8,15.5
2026-02-16,FB-002,83.0,0.0,100,2.3,10.0
2026-02-17,FB-002,78.5,0.0,100,3.2,17.2
2026-02-18,FB-002,71.5,0.0,100,2.8,10.3
2026-02-19,FB-002,100.0,60.8,100,3.1,20.3
2026-02-20,FB-002,93.9,0.0,100,2.9,15.5
2026-02-21,FB-002,84.4,0.0,100,4.0,8.9
2026-02-22,FB-002,80.5,0.0,100,3.5,20.7
2026-02-23,FB-002,100.0,76.6,100,2.9,15.3
2026-02-24,FB-002,90.7,0.0,100,3.9,9.7
2026-02-25,FB-002,86.7,0.0,100,2.4,21.8
2026-02-26,FB-002,80.8,0.0,100,3.5,13.8
2026-02-27,FB-002,76.9,0.0,100,3.8,19.5
2026-02-28,FB-002,100.0,69.5,100,4.0,16.3
2026-03-01,FB-002,91.3,0.0,100,2.3,10.5
2026-03-02,FB-002,80.8,0.0,100,4.1,7.7
2026-03-03,FB-002,74.5,0.0,100,3.0,11.8
2026-03-04,FB-002,67.0,0.0,100,2.7,9.0
2026-03-05,FB-002,60.6,0.0,100,4.0,9.4
2026-03-06,FB-002,100.0,58.2,100,2.5,9.0
2026-03-07,FB-002,92.7,0.0,100,3.1,12.7
2026-03-08,FB-002,83.1,0.0,100,3.5,8.6
2026-03-09,FB-002,76.7,0.0,100,3.3,12.1
2026-03-10,FB-002,67.3,0.0,100,2.4,7.2
2026-03-11,FB-002,100.0,52.7,100,3.0,21.5
2026-03-12,FB-002,96.2,0.0,100,3.1,25.6
2026-03-13,FB-002,87.5,0.0,100,3.6,10.1
2026-03-14,FB-002,81.1,0.0,100,3.7,12.5
2026-03-15,FB-002,74.7,0.0,100,3.4,11.8
2026-03-16,FB-002,67.3,0.0,100,3.0,9.1
2026-03-17,FB-002,58.2,0.0,100,3.7,6.4
2026-03-18,FB-002,100.0,63.2,100,2.5,13.4
2026-03-19,FB-002,90.8,0.0,100,3.1,9.9
2026-03-20,FB-002,100.0,51.2,100,3.3,24.0
2026-03-21,FB-002,96.1,0.0,100,3.2,24.9
2026-03-22,FB-002,100.0,70.2,100,3.0,10.2
2026-03-23,FB-002,90.8,0.0,100,2.7,9.9
2026-03-24,FB-002,100.0,58.6,100,3.0,11.7
2026-03-25,FB-002,88.9,0.0,100,4.1,8.0
2026-03-26,FB-002,100.0,46.7,100,4.2,9.5
2026-03-27,FB-002,89.3,0.0,100,4.1,8.3
2026-03-28,FB-002,83.8,0.0,100,3.3,15.3
2026-03-29,FB-002,75.0,0.0,100,2.9,8.5
2025-10-01,FB-003,100.0,66.7,100,0.9,9.5
2025-10-02,FB-003,94.7,0.0,100,1.6,17.9
2025-10-03,FB-003,89.0,0.0,100,2.3,15.7
2025-10-04,FB-003,82.2,0.0,100,0.6,12.0
2025-10-05,FB-003,74.2,0.0,100,0.8,9.3
2025-10-06,FB-003,100.0,62.0,100,2.1,20.6
2025-10-07,FB-003,100.0,48.4,100,2.2,9.3
2025-10-08,FB-003,92.9,0.0,100,1.7,13.1
2025-10-09,FB-003,84.6,0.0,100,0.7,10.1
2025-10-10,FB-003,79.0,0.0,100,1.7,14.1
2025-10-11,FB-003,74.0,0.0,100,1.4,15.0
2025-10-12,FB-003,69.8,0.0,100,0.8,16.5
2025-10-13,FB-003,58.6,0.0,100,1.2,5.2
2025-10-14,FB-003,53.6,0.0,100,1.7,10.7
2025-10-15,FB-003,45.5,0.0,100,0.7,5.6
2025-10-16,FB-003,35.7,0.0,100,0.7,3.7
2025-10-17,FB-003,29.8,0.0,100,0.8,5.1
2025-10-18,FB-003,79.8,55.1,100,1.0,15.6
2025-10-19,FB-003,72.6,0.0,100,2.6,10.0
2025-10-20,FB-003,67.5,0.0,100,1.4,13.2
2025-10-21,FB-003,57.8,0.0,100,1.5,6.0
2025-10-22,FB-003,99.7,52.1,100,2.0,9.7
2025-10-23,FB-003,89.8,0.0,100,2.5,9.1
2025-10-24,FB-003,83.8,0.0,100,2.7,13.9
2025-10-25,FB-003,76.2,0.0,100,0.8,10.1
2025-10-26,FB-003,72.4,0.0,100,2.0,18.9
2025-10-27,FB-003,67.0,0.0,100,1.1,12.5
2025-10-28,FB-003,62.7,0.0,100,2.7,14.7
2025-10-29,FB-003,54.8,0.0,100,2.7,6.9
2025-10-30,FB-003,46.7,0.0,100,1.8,5.7
2025-10-31,FB-003,39.8,0.0,100,1.6,5.8
2025-11-01,FB-003,32.6,0.0,100,1.0,4.5
2025-11-02,FB-003,21.7,0.0,100,1.6,2.0
2025-11-03,FB-003,81.2,65.1,100,1.0,14.5
2025-11-04,FB-003,73.7,0.0,100,1.7,9.9
2025-11-05,FB-003,100.0,68.0,100,2.1,9.1
2025-11-06,FB-003,100.0,52.1,100,2.7,12.4
2025-11-07,FB-003,89.4,0.0,100,2.0,8.4
2025-11-08,FB-003,81.5,0.0,100,1.1,10.4
2025-11-09,FB-003,73.6,0.0,100,1.6,9.3
2025-11-10,FB-003,100.0,76.2,100,2.2,12.7
2025-11-11,FB-003,92.0,0.0,100,2.4,11.5
2025-11-12,FB-003,100.0,70.5,100,1.3,10.9
2025-11-13,FB-003,90.1,0.0,100,2.9,9.1
2025-11-14,FB-003,100.0,65.6,100,2.4,14.4
2025-11-15,FB-003,100.0,62.2,100,1.9,9.0
2025-11-16,FB-003,91.7,0.0,100,1.9,11.1
2025-11-17,FB-003,84.8,0.0,100,1.5,12.3
2025-11-18,FB-003,100.0,78.2,100,3.0,14.8
2025-11-19,FB-003,100.0,45.3,100,2.0,13.0
2025-11-20,FB-003,100.0,41.6,100,1.9,11.9
2025-11-21,FB-003,95.1,0.0,100,2.1,19.5
2025-11-22,FB-003,84.3,0.0,100,2.9,7.8
2025-11-23,FB-003,73.2,0.0,100,2.3,6.6
2025-11-24,FB-003,68.3,0.0,100,1.9,14.0
2025-11-25,FB-003,100.0,58.7,100,1.2,11.6
2025-11-26,FB-003,91.3,0.0,100,1.6,10.5
2025-11-27,FB-003,81.7,0.0,100,1.8,8.5
2025-11-28,FB-003,70.8,0.0,100,2.6,6.5
2025-11-29,FB-003,62.6,0.0,100,2.0,7.6
2025-11-30,FB-003,100.0,59.9,100,2.9,12.8
2025-12-01,FB-003,91.7,0.0,100,2.6,11.0
2025-12-02,FB-003,81.2,0.0,100,1.2,7.8
2025-12-03,FB-003,70.8,0.0,100,2.1,6.8
2025-12-04,FB-003,100.0,67.6,100,2.5,11.0
2025-12-05,FB-003,91.3,0.0,100,2.3,10.5
2025-12-06,FB-003,82.8,0.0,100,2.1,9.8
2025-12-07,FB-003,73.8,0.0,100,3.2,8.1
2025-12-08,FB-003,68.6,0.0,100,3.1,13.3
2025-12-09,FB-003,61.7,0.0,100,1.7,9.0
2025-12-10,FB-003,51.5,0.0,100,1.4,5.0
2025-12-11,FB-003,42.4,0.0,100,3.0,4.6
2025-12-12,FB-003,78.6,46.3,100,1.9,7.8
2025-12-13,FB-003,67.9,0.0,100,1.4,6.4
2025-12-14,FB-003,63.6,0.0,100,1.5,14.5
2025-12-15,FB-003,52.6,0.0,100,2.8,4.8
2025-12-16,FB-003,47.4,0.0,100,1.4,9.1
2025-12-17,FB-003,40.5,0.0,100,3.2,5.9
2025-12-18,FB-003,29.3,0.0,100,1.9,2.6
2025-12-19,FB-003,98.2,73.6,100,2.8,20.6
2025-12-20,FB-003,91.3,0.0,100,1.7,13.4
2025-12-21,FB-003,100.0,51.9,100,2.2,9.9
2025-12-22,FB-003,93.2,0.0,100,2.7,13.6
2025-12-23,FB-003,87.2,0.0,100,2.0,14.7
2025-12-24,FB-003,80.7,0.0,100,3.0,12.4
2025-12-25,FB-003,72.8,0.0,100,1.7,9.2
2025-12-26,FB-003,68.8,0.0,100,2.6,17.2
2025-12-27,FB-003,64.0,0.0,100,1.7,13.2
2025-12-28,FB-003,58.7,0.0,100,1.9,11.1
2025-12-29,FB-003,48.6,0.0,100,1.8,4.8
2025-12-30,FB-003,37.8,0.0,100,2.9,3.5
2025-12-31,FB-003,31.9,0.0,100,2.2,5.4
2026-01-01,FB-003,23.1,0.0,100,2.8,2.6
2026-01-02,FB-003,91.5,74.3,100,3.3,15.6
2026-01-03,FB-003,85.2,0.0,100,2.0,13.4
2026-01-04,FB-003,100.0,42.7,100,3.1,9.3
2026-01-05,FB-003,94.9,0.0,100,3.1,18.6
2026-01-06,FB-003,88.2,0.0,100,2.4,13.2
2026-01-07,FB-003,100.0,55.5,100,3.5,9.5
2026-01-08,FB-003,96.1,0.0,100,2.2,24.9
2026-01-09,FB-003,100.0,56.6,100,3.4,24.0
2026-01-10,FB-003,93.9,0.0,100,2.9,15.5
2026-01-11,FB-003,100.0,53.8,100,2.3,10.2
2026-01-12,FB-003,95.6,0.0,100,2.9,21.6
2026-01-13,FB-003,85.5,0.0,100,3.3,8.5
2026-01-14,FB-003,100.0,51.6,100,3.0,9.9
2026-01-15,FB-003,95.5,0.0,100,3.0,21.0
2026-01-16,FB-003,91.1,0.0,100,2.9,20.8
2026-01-17,FB-003,100.0,79.1,100,3.0,14.2
2026-01-18,FB-003,91.8,0.0,100,3.0,11.2
2026-01-19,FB-003,88.0,0.0,100,2.1,22.9
2026-01-20,FB-003,100.0,66.7,100,2.5,10.6
2026-01-21,FB-003,100.0,70.4,100,1.8,14.5
2026-01-22,FB-003,92.9,0.0,100,2.4,13.1
2026-01-23,FB-003,100.0,67.1,100,2.4,13.1
2026-01-24,FB-003,90.9,0.0,100,2.5,10.0
2026-01-25,FB-003,82.1,0.0,100,2.1,9.4
2026-01-26,FB-003,75.0,0.0,100,2.3,10.5
2026-01-27,FB-003,65.2,0.0,100,1.8,6.6
2026-01-28,FB-003,54.1,0.0,100,3.3,4.9
2026-01-29,FB-003,100.0,61.9,100,3.6,9.2
2026-01-30,FB-003,90.3,0.0,100,2.2,9.3
2026-01-31,FB-003,82.3,0.0,100,2.8,10.3
2026-02-01,FB-003,75.0,0.0,100,2.0,10.3
2026-02-02,FB-003,66.1,0.0,100,3.0,7.5
2026-02-03,FB-003,58.4,0.0,100,2.5,7.5
2026-02-04,FB-003,100.0,71.0,100,2.7,10.6
2026-02-05,FB-003,94.9,0.0,100,2.0,18.5
2026-02-06,FB-003,89.8,0.0,100,2.7,17.7
2026-02-07,FB-003,81.7,0.0,100,3.3,10.1
2026-02-08,FB-003,74.7,0.0,100,3.0,10.6
2026-02-09,FB-003,69.5,0.0,100,3.7,13.3
2026-02-10,FB-003,100.0,50.9,100,3.6,16.2
2026-02-11,FB-003,90.2,0.0,100,3.5,9.2
2026-02-12,FB-003,79.2,0.0,100,2.4,7.3
2026-02-13,FB-003,100.0,59.0,100,3.6,10.2
2026-02-14,FB-003,94.5,0.0,100,3.1,17.0
2026-02-15,FB-003,87.1,0.0,100,2.2,11.8
2026-02-16,FB-003,80.0,0.0,100,2.6,11.3
2026-02-17,FB-003,75.4,0.0,100,2.4,16.2
2026-02-18,FB-003,100.0,79.3,100,2.6,15.6
2026-02-19,FB-003,94.2,0.0,100,2.3,16.3
2026-02-20,FB-003,85.1,0.0,100,3.9,9.4
2026-02-21,FB-003,80.9,0.0,100,3.3,19.3
2026-02-22,FB-003,100.0,46.3,100,2.8,9.5
2026-02-23,FB-003,95.9,0.0,100,3.6,23.1
2026-02-24,FB-003,85.9,0.0,100,3.6,8.7
2026-02-25,FB-003,78.0,0.0,100,3.6,9.9
2026-02-26,FB-003,71.9,0.0,100,3.4,11.8
2026-02-27,FB-003,63.1,0.0,100,2.6,7.1
2026-02-28,FB-003,100.0,78.5,100,4.1,17.2
2026-03-01,FB-003,92.4,0.0,100,3.1,12.1
2026-03-02,FB-003,87.2,0.0,100,3.1,16.8
2026-03-03,FB-003,77.6,0.0,100,3.9,8.1
2026-03-04,FB-003,69.3,0.0,100,2.9,8.4
2026-03-05,FB-003,64.1,0.0,100,2.9,12.2
2026-03-06,FB-003,56.3,0.0,100,4.2,7.3
2026-03-07,FB-003,50.7,0.0,100,2.5,9.0
2026-03-08,FB-003,40.7,0.0,100,2.6,4.1
2026-03-09,FB-003,31.3,0.0,100,3.9,3.3
2026-03-10,FB-003,24.0,0.0,100,2.8,3.3
2026-03-11,FB-003,85.9,69.3,100,3.3,11.6
2026-03-12,FB-003,100.0,60.3,100,3.7,13.9
2026-03-13,FB-003,89.9,0.0,100,3.6,8.9
2026-03-14,FB-003,82.6,0.0,100,2.3,11.3
2026-03-15,FB-003,72.4,0.0,100,3.3,7.1
2026-03-16,FB-003,67.3,0.0,100,3.5,13.0
2026-03-17,FB-003,57.3,0.0,100,3.2,5.7
2026-03-18,FB-003,46.2,0.0,100,2.9,4.2
2026-03-19,FB-003,38.1,0.0,100,3.5,4.7
2026-03-20,FB-003,32.4,0.0,100,3.7,5.7
2026-03-21,FB-003,22.8,0.0,100,3.2,2.4
2026-03-22,FB-003,69.2,51.4,100,3.0,13.8
2026-03-23,FB-003,63.0,0.0,100,2.7,10.2
2026-03-24,FB-003,100.0,77.5,100,3.4,13.7
2026-03-25,FB-003,100.0,70.3,100,3.0,10.4
2026-03-26,FB-003,94.2,0.0,100,3.0,16.4
2026-03-27,FB-003,85.7,0.0,100,3.0,10.0
2026-03-28,FB-003,78.4,0.0,100,4.4,10.7
2026-03-29,FB-003,73.1,0.0,100,3.6,13.8
2025-10-01,FB-004,120.0,68.7,120,2.1,11.4
2025-10-02,FB-004,114.0,0.0,120,0.9,19.1
2025-10-03,FB-004,108.3,0.0,120,2.2,18.8
2025-10-04,FB-004,103.5,0.0,120,1.3,21.4
2025-10-05,FB-004,94.9,0.0,120,1.7,11.1
2025-10-06,FB-004,86.6,0.0,120,2.4,10.4
2025-10-07,FB-004,120.0,62.9,120,1.2,17.0
2025-10-08,FB-004,113.8,0.0,120,1.1,18.3
2025-10-09,FB-004,105.1,0.0,120,2.1,12.1
2025-10-10,FB-004,97.1,0.0,120,0.9,12.1
2025-10-11,FB-004,87.3,0.0,120,1.5,8.9
2025-10-12,FB-004,82.4,0.0,120,1.1,16.8
2025-10-13,FB-004,120.0,92.4,120,1.7,11.4
2025-10-14,FB-004,107.9,0.0,120,1.5,8.9
2025-10-15,FB-004,99.4,0.0,120,0.8,11.8
2025-10-16,FB-004,86.7,0.0,120,1.2,6.8
2025-10-17,FB-004,73.4,0.0,120,1.8,5.6
2025-10-18,FB-004,64.7,0.0,120,2.5,7.4
2025-10-19,FB-004,55.3,0.0,120,2.2,5.9
2025-10-20,FB-004,43.0,0.0,120,1.4,3.5
2025-10-21,FB-004,33.3,0.0,120,1.6,3.5
2025-10-22,FB-004,80.6,51.9,120,0.9,17.3
2025-10-23,FB-004,74.4,0.0,120,1.4,12.0
2025-10-24,FB-004,68.0,0.0,120,1.7,10.7
2025-10-25,FB-004,62.9,0.0,120,1.2,12.4
2025-10-26,FB-004,53.9,0.0,120,2.2,5.9
2025-10-27,FB-004,42.8,0.0,120,2.0,3.9
2025-10-28,FB-004,30.7,0.0,120,0.8,2.5
2025-10-29,FB-004,74.0,49.7,120,1.6,11.5
2025-10-30,FB-004,66.2,0.0,120,2.3,8.6
2025-10-31,FB-004,113.2,54.9,120,1.2,14.2
2025-11-01,FB-004,108.1,0.0,120,2.8,21.6
2025-11-02,FB-004,102.1,0.0,120,2.8,16.7
2025-11-03,FB-004,91.0,0.0,120,2.1,8.3
2025-11-04,FB-004,84.3,0.0,120,1.4,12.6
2025-11-05,FB-004,74.0,0.0,120,2.0,7.2
2025-11-06,FB-004,120.0,58.7,120,2.6,13.1
2025-11-07,FB-004,107.2,0.0,120,1.1,8.3
2025-11-08,FB-004,99.6,0.0,120,2.0,13.2
2025-11-09,FB-004,89.0,0.0,120,2.8,8.4
2025-11-10,FB-004,80.1,0.0,120,2.1,8.9
2025-11-11,FB-004,71.5,0.0,120,2.3,8.3
2025-11-12,FB-004,120.0,91.8,120,1.7,26.3
2025-11-13,FB-004,112.7,0.0,120,1.2,15.4
2025-11-14,FB-004,101.4,0.0,120,2.2,9.0
2025-11-15,FB-004,90.8,0.0,120,2.8,8.6
2025-11-16,FB-004,81.0,0.0,120,2.4,8.3
2025-11-17,FB-004,75.8,0.0,120,2.8,14.5
2025-11-18,FB-004,120.0,61.5,120,1.2,21.7
2025-11-19,FB-004,111.7,0.0,120,2.1,13.5
2025-11-20,FB-004,103.7,0.0,120,1.8,12.9
2025-11-21,FB-004,90.8,0.0,120,2.7,7.1
2025-11-22,FB-004,84.4,0.0,120,1.4,13.2
2025-11-23,FB-004,73.9,0.0,120,2.2,7.0
2025-11-24,FB-004,120.0,63.1,120,2.2,19.6
2025-11-25,FB-004,106.7,0.0,120,3.1,8.0
2025-11-26,FB-004,100.1,0.0,120,2.0,15.1
2025-11-27,FB-004,120.0,69.9,120,1.9,9.0
2025-11-28,FB-004,106.8,0.0,120,2.8,8.1
2025-11-29,FB-004,100.6,0.0,120,2.7,16.0
2025-11-30,FB-004,89.9,0.0,120,2.5,8.5
2025-12-01,FB-004,79.6,0.0,120,2.6,7.7
2025-12-02,FB-004,72.7,0.0,120,2.3,10.5
2025-12-03,FB-004,67.9,0.0,120,1.4,14.2
2025-12-04,FB-004,55.2,0.0,120,3.2,4.3
2025-12-05,FB-004,49.4,0.0,120,2.7,8.6
2025-12-06,FB-004,120.0,95.0,120,1.7,21.4
2025-12-07,FB-004,109.9,0.0,120,2.1,10.9
2025-12-08,FB-004,103.0,0.0,120,1.4,15.0
2025-12-09,FB-004,89.9,0.0,120,2.0,6.8
2025-12-10,FB-004,82.9,0.0,120,2.2,11.8
2025-12-11,FB-004,75.9,0.0,120,3.3,11.0
2025-12-12,FB-004,64.5,0.0,120,1.3,5.6
2025-12-13,FB-004,55.6,0.0,120,3.2,6.2
2025-12-14,FB-004,44.0,0.0,120,1.7,3.8
2025-12-15,FB-004,119.4,86.8,120,2.9,10.4
2025-12-16,FB-004,106.8,0.0,120,2.7,8.5
2025-12-17,FB-004,96.5,0.0,120,2.0,9.3
2025-12-18,FB-004,91.8,0.0,120,1.9,19.9
2025-12-19,FB-004,79.5,0.0,120,2.9,6.4
2025-12-20,FB-004,66.3,0.0,120,3.1,5.0
2025-12-21,FB-004,54.7,0.0,120,3.1,4.7
2025-12-22,FB-004,46.3,0.0,120,3.0,5.5
2025-12-23,FB-004,37.3,0.0,120,3.4,4.2
2025-12-24,FB-004,110.1,82.9,120,3.4,10.9
2025-12-25,FB-004,97.9,0.0,120,2.7,8.0
2025-12-26,FB-004,92.4,0.0,120,2.0,16.7
2025-12-27,FB-004,81.6,0.0,120,3.0,7.6
2025-12-28,FB-004,120.0,60.1,120,3.1,11.0
2025-12-29,FB-004,107.0,0.0,120,3.1,8.2
2025-12-30,FB-004,99.6,0.0,120,2.3,13.5
2025-12-31,FB-004,87.0,0.0,120,2.5,6.9
2026-01-01,FB-004,120.0,78.9,120,2.6,11.4
2026-01-02,FB-004,110.7,0.0,120,2.1,11.9
2026-01-03,FB-004,99.6,0.0,120,3.1,8.9
2026-01-04,FB-004,89.3,0.0,120,3.1,8.7
2026-01-05,FB-004,77.6,0.0,120,2.8,6.6
2026-01-06,FB-004,67.5,0.0,120,1.8,6.7
2026-01-07,FB-004,61.8,0.0,120,1.9,10.7
2026-01-08,FB-004,51.8,0.0,120,2.6,5.2
2026-01-09,FB-004,119.2,72.8,120,3.4,21.8
2026-01-10,FB-004,107.7,0.0,120,2.8,9.4
2026-01-11,FB-004,101.2,0.0,120,2.9,15.6
2026-01-12,FB-004,95.8,0.0,120,3.1,17.8
2026-01-13,FB-004,120.0,80.6,120,3.1,10.0
2026-01-14,FB-004,120.0,62.5,120,2.1,12.7
2026-01-15,FB-004,108.3,0.0,120,3.2,9.2
2026-01-16,FB-004,97.2,0.0,120,2.2,8.8
2026-01-17,FB-004,120.0,61.1,120,2.4,26.1
2026-01-18,FB-004,106.6,0.0,120,2.7,8.0
2026-01-19,FB-004,95.1,0.0,120,2.0,8.3
2026-01-20,FB-004,88.2,0.0,120,2.9,12.8
2026-01-21,FB-004,75.7,0.0,120,2.1,6.1
2026-01-22,FB-004,68.4,0.0,120,3.7,9.4
2026-01-23,FB-004,120.0,69.5,120,2.5,16.7
2026-01-24,FB-004,108.6,0.0,120,3.6,9.5
2026-01-25,FB-004,99.1,0.0,120,3.8,10.5
2026-01-26,FB-004,92.0,0.0,120,3.1,13.0
2026-01-27,FB-004,80.0,0.0,120,2.6,6.6
2026-01-28,FB-004,67.2,0.0,120,1.9,5.3
2026-01-29,FB-004,120.0,94.4,120,2.1,10.0
2026-01-30,FB-004,107.1,0.0,120,2.9,8.3
2026-01-31,FB-004,96.5,0.0,120,2.4,9.1
2026-02-01,FB-004,86.5,0.0,120,2.6,8.7
2026-02-02,FB-004,78.8,0.0,120,2.8,10.2
2026-02-03,FB-004,73.3,0.0,120,3.2,13.3
2026-02-04,FB-004,68.7,0.0,120,3.6,15.0
2026-02-05,FB-004,56.4,0.0,120,2.7,4.6
2026-02-06,FB-004,112.9,68.4,120,3.7,9.4
2026-02-07,FB-004,103.0,0.0,120,2.1,10.4
2026-02-08,FB-004,120.0,72.7,120,3.0,19.8
2026-02-09,FB-004,110.5,0.0,120,2.4,11.6
2026-02-10,FB-004,103.8,0.0,120,2.8,15.5
2026-02-11,FB-004,92.0,0.0,120,3.8,7.8
2026-02-12,FB-004,80.4,0.0,120,2.3,6.9
2026-02-13,FB-004,74.6,0.0,120,2.4,12.8
2026-02-14,FB-004,120.0,56.2,120,3.5,14.4
2026-02-15,FB-004,110.8,0.0,120,2.8,12.1
2026-02-16,FB-004,120.0,62.5,120,2.4,10.2
2026-02-17,FB-004,111.6,0.0,120,2.1,13.3
2026-02-18,FB-004,120.0,88.0,120,3.3,9.0
2026-02-19,FB-004,114.7,0.0,120,2.9,21.5
2026-02-20,FB-004,103.6,0.0,120,2.4,9.4
2026-02-21,FB-004,96.8,0.0,120,3.6,14.1
2026-02-22,FB-004,85.9,0.0,120,2.9,7.9
2026-02-23,FB-004,120.0,55.8,120,2.4,26.6
2026-02-24,FB-004,114.7,0.0,120,2.6,21.7
2026-02-25,FB-004,107.5,0.0,120,3.0,14.9
2026-02-26,FB-004,96.6,0.0,120,2.5,8.9
2026-02-27,FB-004,90.7,0.0,120,3.0,15.3
2026-02-28,FB-004,120.0,87.5,120,3.6,15.5
2026-03-01,FB-004,108.0,0.0,120,2.7,9.0
2026-03-02,FB-004,120.0,60.1,120,3.6,21.7
2026-03-03,FB-004,120.0,90.8,120,3.9,10.0
2026-03-04,FB-004,112.8,0.0,120,4.1,15.7
2026-03-05,FB-004,103.6,0.0,120,2.7,11.2
2026-03-06,FB-004,120.0,94.1,120,2.2,10.5
2026-03-07,FB-004,109.8,0.0,120,3.6,10.8
2026-03-08,FB-004,98.4,0.0,120,3.5,8.6
2026-03-09,FB-004,87.5,0.0,120,3.3,8.0
2026-03-10,FB-004,78.3,0.0,120,4.0,8.5
2026-03-11,FB-004,120.0,69.7,120,3.3,12.4
2026-03-12,FB-004,113.6,0.0,120,3.4,17.7
2026-03-13,FB-004,109.1,0.0,120,3.0,24.1
2026-03-14,FB-004,96.0,0.0,120,3.2,7.4
2026-03-15,FB-004,120.0,86.0,120,3.5,19.6
2026-03-16,FB-004,110.8,0.0,120,3.0,12.0
2026-03-17,FB-004,98.5,0.0,120,2.4,8.0
2026-03-18,FB-004,120.0,78.1,120,3.1,10.8
2026-03-19,FB-004,108.2,0.0,120,4.1,9.2
2026-03-20,FB-004,94.9,0.0,120,3.9,7.2
2026-03-21,FB-004,89.2,0.0,120,4.0,15.5
2026-03-22,FB-004,84.2,0.0,120,4.1,17.0
2026-03-23,FB-004,71.2,0.0,120,3.2,5.4
2026-03-24,FB-004,58.7,0.0,120,3.3,4.7
2026-03-25,FB-004,47.7,0.0,120,4.2,4.3
2026-03-26,FB-004,36.5,0.0,120,3.3,3.3
2026-03-27,FB-004,27.7,0.0,120,3.3,3.1
2026-03-28,FB-004,82.4,66.5,120,4.3,7.0
2026-03-29,FB-004,76.5,0.0,120,3.3,13.0
2025-10-01,FB-005,100.0,40.4,100,2.5,14.2
2025-10-02,FB-005,89.5,0.0,100,1.5,8.5
2025-10-03,FB-005,82.1,0.0,100,1.8,11.1
2025-10-04,FB-005,100.0,62.6,100,1.1,18.4
2025-10-05,FB-005,92.5,0.0,100,1.8,12.4
2025-10-06,FB-005,86.9,0.0,100,1.3,15.6
2025-10-07,FB-005,79.8,0.0,100,1.9,11.2
2025-10-08,FB-005,69.8,0.0,100,0.7,6.9
2025-10-09,FB-005,62.5,0.0,100,1.5,8.5
2025-10-10,FB-005,51.8,0.0,100,2.4,4.9
2025-10-11,FB-005,46.6,0.0,100,1.2,8.9
2025-10-12,FB-005,41.6,0.0,100,2.1,8.3
2025-10-13,FB-005,89.1,58.0,100,1.7,8.5
2025-10-14,FB-005,79.4,0.0,100,1.3,8.2
2025-10-15,FB-005,100.0,43.9,100,2.3,22.0
2025-10-16,FB-005,90.3,0.0,100,1.9,9.3
2025-10-17,FB-005,83.3,0.0,100,2.4,11.9
2025-10-18,FB-005,73.1,0.0,100,2.2,7.2
2025-10-19,FB-005,100.0,53.8,100,1.3,16.0
2025-10-20,FB-005,90.4,0.0,100,1.7,9.4
2025-10-21,FB-005,100.0,67.2,100,1.8,12.9
2025-10-22,FB-005,93.9,0.0,100,1.9,15.4
2025-10-23,FB-005,85.4,0.0,100,2.5,10.0
2025-10-24,FB-005,78.1,0.0,100,0.9,10.6
2025-10-25,FB-005,100.0,73.9,100,1.3,15.0
2025-10-26,FB-005,91.9,0.0,100,1.6,11.3
2025-10-27,FB-005,87.6,0.0,100,2.0,20.6
