date,store_id,blackout_hours,generator_hours,grid_hours,diesel_consumed_liters,diesel_cost_mmk,grid_cost_mmk,solar_kwh,total_energy_cost_mmk,operating_mode_actual,operating_mode_planned,submitted_by,submitted_at
2025-11-09,RC-007,6.2,4.4,9.8,0.4,1278.0,74.0,0.0,1352.0,FULL,FULL,U Kyaw,2025-11-09 18:35:00
2025-11-10,RC-007,8.8,7.5,7.2,0.6,1940.0,54.0,0.0,1994.0,REDUCED,REDUCED,U Aung Ko,2025-11-10 20:16:00
2025-11-11,RC-007,8.8,7.0,7.2,0.6,1910.0,54.0,0.0,1964.0,FULL,FULL,Daw Su,2025-11-11 19:09:00
2025-11-12,RC-007,11.9,11.5,4.1,0.7,2209.0,31.0,0.0,2240.0,FULL,FULL,Ko Zaw,2025-11-12 19:40:00
2025-11-13,RC-007,7.3,6.6,8.7,0.5,1568.0,65.0,0.0,1633.0,SELECTIVE,SELECTIVE,U Kyaw,2025-11-13 20:09:00
2025-11-14,RC-007,8.4,6.8,7.6,0.5,1519.0,57.0,0.0,1576.0,FULL,FULL,Ma Thida,2025-11-14 18:31:00
2025-11-15,RC-007,3.4,2.6,12.6,0.2,619.0,94.0,0.0,713.0,FULL,FULL,U Aung Ko,2025-11-15 21:03:00
2025-11-16,RC-007,3.9,3.5,12.1,0.2,622.0,91.0,0.0,713.0,FULL,FULL,U Aung Ko,2025-11-16 19:31:00
2025-11-17,RC-007,10.4,7.4,5.6,0.6,1936.0,42.0,0.0,1978.0,FULL,FULL,Ma Thida,2025-11-17 21:24:00
2025-11-18,RC-007,9.7,8.2,6.3,0.5,1582.0,47.0,0.0,1629.0,FULL,FULL,U Aung Ko,2025-11-18 19:09:00
2025-11-19,RC-007,7.7,5.7,8.3,0.4,1197.0,62.0,0.0,1259.0,FULL,FULL,Daw Su,2025-11-19 18:05:00
2025-11-20,RC-007,7.4,7.4,8.6,0.5,1577.0,64.0,0.0,1641.0,SELECTIVE,SELECTIVE,Ma Thida,2025-11-20 19:33:00
2025-11-21,RC-007,9.8,7.1,6.2,0.4,1237.0,46.0,0.0,1283.0,FULL,FULL,Ma Thida,2025-11-21 18:34:00
2025-11-22,RC-007,4.2,4.0,11.8,0.2,613.0,88.0,0.0,701.0,FULL,FULL,U Kyaw,2025-11-22 20:12:00
2025-11-23,RC-007,3.9,3.1,12.1,0.2,583.0,91.0,0.0,674.0,FULL,FULL,Ma Thida,2025-11-23 19:33:00
2025-11-24,RC-007,9.1,8.8,6.9,0.7,2060.0,52.0,0.0,2112.0,FULL,FULL,Ma Thida,2025-11-24 19:12:00
2025-11-25,RC-007,10.2,8.2,5.8,0.6,1759.0,44.0,0.0,1803.0,FULL,FULL,Daw Su,2025-11-25 18:46:00
2025-11-26,RC-007,7.7,5.4,8.3,0.4,1115.0,62.0,0.0,1177.0,FULL,FULL,U Aung Ko,2025-11-26 19:14:00
2025-11-27,RC-007,7.9,6.0,8.1,0.5,1414.0,61.0,0.0,1475.0,FULL,FULL,Daw Su,2025-11-27 20:23:00
2025-11-28,RC-007,9.0,7.7,7.0,0.7,2013.0,52.0,0.0,2065.0,FULL,FULL,U Kyaw,2025-11-28 20:52:00
2025-11-29,RC-007,1.9,1.4,14.1,0.1,293.0,106.0,0.0,399.0,FULL,FULL,U Aung Ko,2025-11-29 19:18:00
2025-11-30,RC-007,3.8,3.6,12.2,0.3,842.0,92.0,0.0,934.0,FULL,FULL,Ko Zaw,2025-11-30 20:28:00
2025-12-01,RC-007,11.7,8.4,4.3,0.6,1699.0,32.0,0.0,1731.0,SELECTIVE,SELECTIVE,Ma Thida,2025-12-01 19:17:00
2025-12-02,RC-007,9.3,8.8,6.7,0.7,1929.0,50.0,0.0,1979.0,FULL,FULL,Ma Thida,2025-12-02 20:41:00
2025-12-03,RC-007,8.0,5.8,8.0,0.5,1374.0,60.0,0.0,1434.0,FULL,FULL,Daw Su,2025-12-03 19:15:00
2025-12-04,RC-007,8.9,8.3,7.1,0.5,1455.0,53.0,0.0,1508.0,FULL,FULL,U Kyaw,2025-12-04 20:07:00
2025-12-05,RC-007,9.9,9.5,6.1,0.6,1773.0,46.0,0.0,1819.0,SELECTIVE,SELECTIVE,U Kyaw,2025-12-05 20:25:00
2025-12-06,RC-007,4.5,3.4,11.5,0.2,568.0,86.0,0.0,654.0,FULL,FULL,Ko Zaw,2025-12-06 19:34:00
2025-12-07,RC-007,6.5,5.8,9.5,0.5,1465.0,71.0,0.0,1536.0,SELECTIVE,SELECTIVE,U Kyaw,2025-12-07 19:15:00
2025-12-08,RC-007,8.5,8.3,7.5,0.7,2017.0,56.0,0.0,2073.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-12-08 18:21:00
2025-12-09,RC-007,6.5,4.8,9.5,0.4,1121.0,71.0,0.0,1192.0,REDUCED,REDUCED,U Aung Ko,2025-12-09 19:19:00
2025-12-10,RC-007,9.6,8.8,6.4,0.7,2021.0,48.0,0.0,2069.0,FULL,FULL,U Aung Ko,2025-12-10 20:36:00
2025-12-11,RC-007,7.7,7.6,8.3,0.6,1791.0,62.0,0.0,1853.0,SELECTIVE,SELECTIVE,U Kyaw,2025-12-11 20:04:00
2025-12-12,RC-007,9.6,8.5,6.4,0.6,1718.0,48.0,0.0,1766.0,FULL,FULL,Ko Zaw,2025-12-12 19:47:00
2025-12-13,RC-007,6.0,5.1,10.0,0.4,1199.0,75.0,0.0,1274.0,FULL,FULL,Daw Su,2025-12-13 19:31:00
2025-12-14,RC-007,3.3,2.9,12.7,0.2,533.0,95.0,0.0,628.0,FULL,FULL,U Kyaw,2025-12-14 20:18:00
2025-12-15,RC-007,9.0,8.4,7.0,0.5,1474.0,52.0,0.0,1526.0,FULL,FULL,U Kyaw,2025-12-15 18:36:00
2025-12-16,RC-007,8.9,8.1,7.1,0.6,1738.0,53.0,0.0,1791.0,FULL,FULL,Ma Thida,2025-12-16 19:32:00
2025-12-17,RC-007,7.5,6.1,8.5,0.5,1436.0,64.0,0.0,1500.0,REDUCED,REDUCED,Ma Thida,2025-12-17 21:34:00
2025-12-18,RC-007,8.0,7.4,8.0,0.6,1745.0,60.0,0.0,1805.0,FULL,FULL,Daw Su,2025-12-18 18:45:00
2025-12-19,RC-007,8.6,6.3,7.4,0.4,1100.0,56.0,0.0,1156.0,REDUCED,REDUCED,Ma Thida,2025-12-19 18:19:00
2025-12-20,RC-007,7.5,6.1,8.5,0.4,1160.0,64.0,0.0,1224.0,FULL,FULL,Daw Su,2025-12-20 19:37:00
2025-12-21,RC-007,5.8,4.4,10.2,0.3,886.0,76.0,0.0,962.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-12-21 19:26:00
2025-12-22,RC-007,9.8,7.7,6.2,0.5,1526.0,46.0,0.0,1572.0,FULL,FULL,U Aung Ko,2025-12-22 19:07:00
2025-12-23,RC-007,8.6,8.1,7.4,0.6,1740.0,56.0,0.0,1796.0,FULL,FULL,U Aung Ko,2025-12-23 18:40:00
2025-12-24,RC-007,9.0,8.2,7.0,0.4,1154.0,52.0,0.0,1206.0,FULL,FULL,U Aung Ko,2025-12-24 21:12:00
2025-12-25,RC-007,10.6,10.4,5.4,0.7,2043.0,40.0,0.0,2083.0,SELECTIVE,SELECTIVE,Ma Thida,2025-12-25 18:39:00
2025-12-26,RC-007,6.7,6.3,9.3,0.4,1216.0,70.0,0.0,1286.0,FULL,FULL,Ma Thida,2025-12-26 19:53:00
2025-12-27,RC-007,5.3,4.9,10.7,0.4,1201.0,80.0,0.0,1281.0,REDUCED,REDUCED,U Aung Ko,2025-12-27 19:26:00
2025-12-28,RC-007,4.3,3.7,11.7,0.3,883.0,88.0,0.0,971.0,FULL,FULL,Daw Su,2025-12-28 19:31:00
2025-12-29,RC-007,12.0,9.3,4.0,0.7,2125.0,30.0,0.0,2155.0,SELECTIVE,SELECTIVE,Ma Thida,2025-12-29 20:14:00
2025-12-30,RC-007,6.5,6.4,9.5,0.5,1506.0,71.0,0.0,1577.0,FULL,FULL,Ma Thida,2025-12-30 20:54:00
2025-12-31,RC-007,7.5,6.2,8.5,0.5,1546.0,64.0,0.0,1610.0,FULL,FULL,Daw Su,2025-12-31 20:01:00
2026-01-01,RC-007,11.4,10.9,4.6,0.8,2374.0,34.0,0.0,2408.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-01 21:04:00
2026-01-02,RC-007,10.0,9.5,6.0,0.6,1804.0,45.0,0.0,1849.0,SELECTIVE,SELECTIVE,Ma Thida,2026-01-02 19:18:00
2026-01-03,RC-007,3.7,2.8,12.3,0.2,602.0,92.0,0.0,694.0,FULL,FULL,U Kyaw,2026-01-03 19:25:00
2026-01-04,RC-007,4.4,4.3,11.6,0.3,880.0,87.0,0.0,967.0,FULL,FULL,U Kyaw,2026-01-04 20:30:00
2026-01-05,RC-007,11.5,8.7,4.5,0.5,1541.0,34.0,0.0,1575.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-05 19:11:00
2026-01-06,RC-007,6.8,5.8,9.2,0.5,1544.0,69.0,0.0,1613.0,REDUCED,REDUCED,Daw Su,2026-01-06 19:50:00
2026-01-07,RC-007,7.7,6.2,8.3,0.5,1538.0,62.0,0.0,1600.0,REDUCED,REDUCED,U Aung Ko,2026-01-07 20:47:00
2026-01-08,RC-007,7.2,6.7,8.8,0.4,1226.0,66.0,0.0,1292.0,SELECTIVE,SELECTIVE,Ma Thida,2026-01-08 20:26:00
2026-01-09,RC-007,9.2,8.9,6.8,0.5,1488.0,51.0,0.0,1539.0,REDUCED,REDUCED,Ko Zaw,2026-01-09 19:40:00
2026-01-10,RC-007,4.9,4.2,11.1,0.3,919.0,83.0,0.0,1002.0,SELECTIVE,SELECTIVE,Ma Thida,2026-01-10 19:39:00
2026-01-11,RC-007,4.9,3.8,11.1,0.2,701.0,83.0,0.0,784.0,FULL,FULL,Daw Su,2026-01-11 20:48:00
2026-01-12,RC-007,8.9,6.7,7.1,0.4,1390.0,53.0,0.0,1443.0,FULL,FULL,Ma Thida,2026-01-12 18:31:00
2026-01-13,RC-007,12.0,11.0,4.0,0.7,2474.0,30.0,0.0,2504.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-13 21:52:00
2026-01-14,RC-007,9.8,9.1,6.2,0.6,2151.0,46.0,0.0,2197.0,FULL,FULL,Ma Thida,2026-01-14 19:09:00
2026-01-15,RC-007,10.2,8.8,5.8,0.6,2160.0,44.0,0.0,2204.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-01-15 21:59:00
2026-01-16,RC-007,11.7,10.2,4.3,0.8,2861.0,32.0,0.0,2893.0,FULL,FULL,Ma Thida,2026-01-16 19:25:00
2026-01-17,RC-007,8.0,5.9,8.0,0.3,1076.0,60.0,0.0,1136.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-01-17 19:57:00
2026-01-18,RC-007,4.4,4.4,11.6,0.3,1070.0,87.0,0.0,1157.0,FULL,FULL,Ko Zaw,2026-01-18 20:04:00
2026-01-19,RC-007,5.9,4.5,10.1,0.2,684.0,76.0,0.0,760.0,SELECTIVE,SELECTIVE,Ma Thida,2026-01-19 19:50:00
2026-01-20,RC-007,6.8,6.7,9.2,0.5,1573.0,69.0,0.0,1642.0,FULL,FULL,Ma Thida,2026-01-20 19:54:00
2026-01-21,RC-007,10.6,8.8,5.4,0.7,2208.0,40.0,0.0,2248.0,SELECTIVE,SELECTIVE,U Kyaw,2026-01-21 19:40:00
2026-01-22,RC-007,10.8,8.0,5.2,0.6,2009.0,39.0,0.0,2048.0,FULL,FULL,U Kyaw,2026-01-22 19:19:00
2026-01-23,RC-007,9.5,7.3,6.5,0.4,1255.0,49.0,0.0,1304.0,FULL,FULL,Ma Thida,2026-01-23 18:32:00
2026-01-24,RC-007,3.4,3.2,12.6,0.2,636.0,94.0,0.0,730.0,FULL,FULL,Ma Thida,2026-01-24 21:07:00
2026-01-25,RC-007,4.5,3.5,11.5,0.3,946.0,86.0,0.0,1032.0,FULL,FULL,Daw Su,2026-01-25 19:50:00
2026-01-26,RC-007,6.1,4.7,9.9,0.3,919.0,74.0,0.0,993.0,FULL,FULL,Ma Thida,2026-01-26 20:26:00
2026-01-27,RC-007,8.6,6.1,7.4,0.4,1298.0,56.0,0.0,1354.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-01-27 19:57:00
2026-01-28,RC-007,9.1,6.4,6.9,0.4,1286.0,52.0,0.0,1338.0,SELECTIVE,SELECTIVE,Ma Thida,2026-01-28 21:38:00
2026-01-29,RC-007,9.5,9.1,6.5,0.6,1930.0,49.0,0.0,1979.0,FULL,FULL,Ma Thida,2026-01-29 21:02:00
2026-01-30,RC-007,8.4,8.2,7.6,0.5,1539.0,57.0,0.0,1596.0,FULL,FULL,Ko Zaw,2026-01-30 20:16:00
2026-01-31,RC-007,3.0,2.8,13.0,0.2,652.0,98.0,0.0,750.0,FULL,FULL,Ma Thida,2026-01-31 20:41:00
2026-02-01,RC-007,6.9,5.2,9.1,0.3,910.0,68.0,0.0,978.0,FULL,FULL,U Aung Ko,2026-02-01 19:51:00
2026-02-02,RC-007,12.0,11.6,4.0,0.9,2871.0,30.0,0.0,2901.0,FULL,FULL,Ko Zaw,2026-02-02 18:37:00
2026-02-03,RC-007,8.2,6.1,7.8,0.5,1658.0,58.0,0.0,1716.0,FULL,FULL,Ma Thida,2026-02-03 18:09:00
2026-02-04,RC-007,11.6,10.4,4.4,0.6,1834.0,33.0,0.0,1867.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-02-04 19:14:00
2026-02-05,RC-007,6.9,5.8,9.1,0.3,926.0,68.0,0.0,994.0,FULL,FULL,Ma Thida,2026-02-05 18:25:00
2026-02-06,RC-007,9.2,7.7,6.8,0.5,1568.0,51.0,0.0,1619.0,SELECTIVE,SELECTIVE,Ma Thida,2026-02-06 18:18:00
2026-02-07,RC-007,3.0,2.2,13.0,0.2,617.0,98.0,0.0,715.0,FULL,FULL,Daw Su,2026-02-07 19:02:00
2026-02-08,RC-007,4.9,3.9,11.1,0.3,899.0,83.0,0.0,982.0,FULL,FULL,U Aung Ko,2026-02-08 21:11:00
2026-02-09,RC-007,7.9,7.5,8.1,0.6,1873.0,61.0,0.0,1934.0,FULL,FULL,U Kyaw,2026-02-09 21:04:00
2026-02-10,RC-007,9.3,9.3,6.7,0.8,2421.0,50.0,0.0,2471.0,FULL,FULL,U Kyaw,2026-02-10 19:34:00
2026-02-11,RC-007,7.3,5.3,8.7,0.4,1258.0,65.0,0.0,1323.0,FULL,FULL,U Kyaw,2026-02-11 20:26:00
2026-02-12,RC-007,9.1,8.5,6.9,0.7,2120.0,52.0,0.0,2172.0,FULL,FULL,Ma Thida,2026-02-12 19:04:00
2026-02-13,RC-007,7.6,6.0,8.4,0.4,1288.0,63.0,0.0,1351.0,FULL,FULL,Ma Thida,2026-02-13 19:12:00
2026-02-14,RC-007,9.4,7.6,6.6,0.4,1212.0,50.0,0.0,1262.0,FULL,FULL,Ko Zaw,2026-02-14 19:50:00
2026-02-15,RC-007,4.5,4.5,11.5,0.4,1224.0,86.0,0.0,1310.0,FULL,FULL,Daw Su,2026-02-15 20:17:00
2026-02-16,RC-007,7.7,6.3,8.3,0.4,1259.0,62.0,0.0,1321.0,FULL,FULL,U Kyaw,2026-02-16 20:32:00
2026-02-17,RC-007,7.6,6.1,8.4,0.4,1283.0,63.0,0.0,1346.0,SELECTIVE,SELECTIVE,Ko Zaw,2026-02-17 20:44:00
2026-02-18,RC-007,11.3,9.2,4.7,0.7,2324.0,35.0,0.0,2359.0,FULL,FULL,U Kyaw,2026-02-18 20:38:00
2026-02-19,RC-007,11.4,8.8,4.6,0.6,2041.0,34.0,0.0,2075.0,SELECTIVE,SELECTIVE,Daw Su,2026-02-19 21:38:00
2026-02-20,RC-007,9.7,7.1,6.3,0.5,1582.0,47.0,0.0,1629.0,FULL,FULL,U Kyaw,2026-02-20 20:15:00
2026-02-21,RC-007,5.4,4.6,10.6,0.3,992.0,80.0,0.0,1072.0,FULL,FULL,Daw Su,2026-02-21 19:33:00
2026-02-22,RC-007,4.1,3.0,11.9,0.2,662.0,89.0,0.0,751.0,FULL,FULL,Daw Su,2026-02-22 19:34:00
2026-02-23,RC-007,10.8,9.0,5.2,0.7,2342.0,39.0,0.0,2381.0,SELECTIVE,SELECTIVE,U Kyaw,2026-02-23 21:36:00
2026-02-24,RC-007,9.5,8.5,6.5,0.6,1909.0,49.0,0.0,1958.0,FULL,FULL,U Aung Ko,2026-02-24 20:25:00
2026-02-25,RC-007,8.6,6.7,7.4,0.4,1178.0,56.0,0.0,1234.0,FULL,FULL,Ko Zaw,2026-02-25 21:35:00
2026-02-26,RC-007,9.5,7.3,6.5,0.4,1236.0,49.0,0.0,1285.0,FULL,FULL,Ma Thida,2026-02-26 19:05:00
2026-02-27,RC-007,9.1,6.5,6.9,0.4,1228.0,52.0,0.0,1280.0,FULL,FULL,Ma Thida,2026-02-27 19:10:00
2026-02-28,RC-007,3.4,2.7,12.6,0.2,613.0,94.0,0.0,707.0,FULL,FULL,Ko Zaw,2026-02-28 21:16:00
2026-03-01,RC-007,4.7,4.7,11.3,0.4,1229.0,85.0,0.0,1314.0,FULL,FULL,Daw Su,2026-03-01 19:28:00
2026-03-02,RC-007,12.0,8.5,4.0,0.5,1495.0,30.0,0.0,1525.0,FULL,FULL,Ma Thida,2026-03-02 18:47:00
2026-03-03,RC-007,12.0,10.2,4.0,0.8,2451.0,30.0,0.0,2481.0,REDUCED,REDUCED,U Aung Ko,2026-03-03 21:18:00
2026-03-04,RC-007,10.6,7.7,5.4,0.4,1228.0,40.0,0.0,1268.0,FULL,FULL,Daw Su,2026-03-04 21:47:00
2026-03-05,RC-007,11.3,10.2,4.7,0.8,2392.0,35.0,0.0,2427.0,FULL,FULL,Ma Thida,2026-03-05 19:55:00
2026-03-06,RC-007,11.0,8.7,5.0,0.5,1599.0,38.0,0.0,1637.0,FULL,FULL,U Kyaw,2026-03-06 19:39:00
2026-03-07,RC-007,4.2,3.6,11.8,0.2,618.0,88.0,0.0,706.0,FULL,FULL,U Aung Ko,2026-03-07 20:07:00
2026-03-08,RC-007,4.2,3.8,11.8,0.3,887.0,88.0,0.0,975.0,FULL,FULL,Ma Thida,2026-03-08 19:50:00
2026-03-09,RC-007,11.4,10.9,4.6,0.8,2487.0,34.0,0.0,2521.0,FULL,FULL,U Aung Ko,2026-03-09 19:12:00
2026-03-10,RC-007,12.0,10.8,4.0,0.8,2386.0,30.0,0.0,2416.0,REDUCED,REDUCED,Daw Su,2026-03-10 19:03:00
2026-03-11,RC-007,12.0,11.7,4.0,0.8,2502.0,30.0,0.0,2532.0,SELECTIVE,SELECTIVE,U Kyaw,2026-03-11 19:22:00
2026-03-12,RC-007,9.6,8.0,6.4,0.7,2213.0,48.0,0.0,2261.0,FULL,FULL,U Aung Ko,2026-03-12 18:21:00
2026-03-13,RC-007,12.0,8.7,4.0,0.6,1805.0,30.0,0.0,1835.0,FULL,FULL,U Aung Ko,2026-03-13 19:12:00
2026-03-14,RC-007,6.2,6.1,9.8,0.5,1578.0,74.0,0.0,1652.0,FULL,FULL,U Aung Ko,2026-03-14 19:23:00
2026-03-15,RC-007,4.6,4.2,11.4,0.3,936.0,86.0,0.0,1022.0,FULL,FULL,U Kyaw,2026-03-15 18:05:00
2026-03-16,RC-007,9.9,9.4,6.1,0.5,1579.0,46.0,0.0,1625.0,FULL,FULL,Daw Su,2026-03-16 19:30:00
2026-03-17,RC-007,11.9,8.8,4.1,0.6,1950.0,31.0,0.0,1981.0,FULL,FULL,U Aung Ko,2026-03-17 20:36:00
2026-03-18,RC-007,9.4,8.1,6.6,0.5,1543.0,50.0,0.0,1593.0,FULL,FULL,Daw Su,2026-03-18 20:04:00
2026-03-19,RC-007,12.0,11.2,4.0,0.8,2442.0,30.0,0.0,2472.0,FULL,FULL,Ko Zaw,2026-03-19 20:24:00
2026-03-20,RC-007,11.3,8.4,4.7,0.5,1525.0,35.0,0.0,1560.0,REDUCED,REDUCED,Ko Zaw,2026-03-20 20:34:00
2026-03-21,RC-007,5.8,4.7,10.2,0.4,1226.0,76.0,0.0,1302.0,FULL,FULL,Daw Su,2026-03-21 18:14:00
2026-03-22,RC-007,6.9,6.2,9.1,0.5,1566.0,68.0,0.0,1634.0,SELECTIVE,SELECTIVE,Ma Thida,2026-03-22 19:06:00
2026-03-23,RC-007,8.8,8.6,7.2,0.7,2221.0,54.0,0.0,2275.0,FULL,FULL,Ko Zaw,2026-03-23 18:01:00
2026-03-24,RC-007,12.0,10.2,4.0,0.7,2224.0,30.0,0.0,2254.0,FULL,FULL,Ko Zaw,2026-03-24 18:53:00
2026-03-25,RC-007,11.0,8.0,5.0,0.5,1615.0,38.0,0.0,1653.0,FULL,FULL,Daw Su,2026-03-25 19:31:00
2026-03-26,RC-007,11.9,11.1,4.1,0.9,2856.0,31.0,0.0,2887.0,SELECTIVE,SELECTIVE,Ma Thida,2026-03-26 19:02:00
2026-03-27,RC-007,12.0,9.2,4.0,0.7,2309.0,30.0,0.0,2339.0,SELECTIVE,SELECTIVE,Daw Su,2026-03-27 18:52:00
2026-03-28,RC-007,6.9,6.2,9.1,0.4,1268.0,68.0,0.0,1336.0,SELECTIVE,SELECTIVE,U Aung Ko,2026-03-28 20:02:00
2026-03-29,RC-007,5.8,4.6,10.2,0.3,1025.0,76.0,0.0,1101.0,SELECTIVE,SELECTIVE,U Kyaw,2026-03-29 19:23:00
2025-10-01,RC-008,9.3,7.9,6.7,0.5,1420.0,50.0,0.0,1470.0,SELECTIVE,SELECTIVE,Daw Su,2025-10-01 19:27:00
2025-10-02,RC-008,10.3,9.1,5.7,0.6,1679.0,43.0,0.0,1722.0,FULL,FULL,U Kyaw,2025-10-02 19:54:00
2025-10-03,RC-008,8.6,7.2,7.4,0.5,1435.0,56.0,0.0,1491.0,FULL,FULL,U Aung Ko,2025-10-03 20:21:00
2025-10-04,RC-008,6.7,5.7,9.3,0.5,1474.0,70.0,0.0,1544.0,FULL,FULL,Daw Su,2025-10-04 20:30:00
2025-10-05,RC-008,3.7,3.6,12.3,0.3,845.0,92.0,0.0,937.0,FULL,FULL,Ko Zaw,2025-10-05 19:33:00
2025-10-06,RC-008,8.5,7.9,7.5,0.5,1414.0,56.0,0.0,1470.0,FULL,FULL,Ko Zaw,2025-10-06 19:40:00
2025-10-07,RC-008,6.4,5.5,9.6,0.5,1490.0,72.0,0.0,1562.0,SELECTIVE,SELECTIVE,Daw Su,2025-10-07 20:46:00
2025-10-08,RC-008,4.6,3.3,11.4,0.2,585.0,86.0,0.0,671.0,FULL,FULL,Daw Su,2025-10-08 20:15:00
2025-10-09,RC-008,8.4,7.1,7.6,0.6,1700.0,57.0,0.0,1757.0,FULL,FULL,Daw Su,2025-10-09 20:46:00
2025-10-10,RC-008,10.3,10.2,5.7,0.7,2046.0,43.0,0.0,2089.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-10-10 20:50:00
2025-10-11,RC-008,5.5,5.4,10.5,0.4,1140.0,79.0,0.0,1219.0,FULL,FULL,Daw Su,2025-10-11 19:08:00
2025-10-12,RC-008,5.0,3.6,11.0,0.3,857.0,82.0,0.0,939.0,FULL,FULL,U Aung Ko,2025-10-12 20:38:00
2025-10-13,RC-008,10.2,8.4,5.8,0.7,2045.0,44.0,0.0,2089.0,FULL,FULL,U Aung Ko,2025-10-13 20:55:00
2025-10-14,RC-008,7.1,6.2,8.9,0.4,1102.0,67.0,0.0,1169.0,FULL,FULL,U Kyaw,2025-10-14 20:25:00
2025-10-15,RC-008,8.9,8.8,7.1,0.6,1666.0,53.0,0.0,1719.0,FULL,FULL,U Aung Ko,2025-10-15 19:48:00
2025-10-16,RC-008,7.5,5.6,8.5,0.4,1150.0,64.0,0.0,1214.0,SELECTIVE,SELECTIVE,Ma Thida,2025-10-16 18:30:00
2025-10-17,RC-008,7.4,5.2,8.6,0.3,854.0,64.0,0.0,918.0,FULL,FULL,U Kyaw,2025-10-17 19:31:00
2025-10-18,RC-008,5.0,4.5,11.0,0.4,1182.0,82.0,0.0,1264.0,FULL,FULL,Daw Su,2025-10-18 19:55:00
2025-10-19,RC-008,4.0,3.6,12.0,0.3,859.0,90.0,0.0,949.0,FULL,FULL,Ma Thida,2025-10-19 19:19:00
2025-10-20,RC-008,6.7,5.6,9.3,0.3,848.0,70.0,0.0,918.0,FULL,FULL,Daw Su,2025-10-20 19:27:00
2025-10-21,RC-008,9.3,6.7,6.7,0.5,1530.0,50.0,0.0,1580.0,REDUCED,REDUCED,Daw Su,2025-10-21 21:19:00
2025-10-22,RC-008,4.8,3.7,11.2,0.2,586.0,84.0,0.0,670.0,FULL,FULL,Daw Su,2025-10-22 20:00:00
2025-10-23,RC-008,6.2,5.9,9.8,0.5,1478.0,74.0,0.0,1552.0,SELECTIVE,SELECTIVE,U Kyaw,2025-10-23 20:42:00
2025-10-24,RC-008,8.4,7.7,7.6,0.5,1418.0,57.0,0.0,1475.0,FULL,FULL,U Aung Ko,2025-10-24 18:56:00
2025-10-25,RC-008,2.2,2.1,13.8,0.1,291.0,104.0,0.0,395.0,FULL,FULL,U Aung Ko,2025-10-25 19:16:00
2025-10-26,RC-008,3.9,3.2,12.1,0.2,593.0,91.0,0.0,684.0,FULL,FULL,Ko Zaw,2025-10-26 20:19:00
2025-10-27,RC-008,7.2,5.7,8.8,0.4,1145.0,66.0,0.0,1211.0,SELECTIVE,SELECTIVE,U Kyaw,2025-10-27 18:30:00
2025-10-28,RC-008,6.4,5.5,9.6,0.4,1194.0,72.0,0.0,1266.0,SELECTIVE,SELECTIVE,Ma Thida,2025-10-28 18:14:00
2025-10-29,RC-008,6.1,4.6,9.9,0.3,872.0,74.0,0.0,946.0,FULL,FULL,U Aung Ko,2025-10-29 19:12:00
2025-10-30,RC-008,10.6,9.8,5.4,0.6,1759.0,40.0,0.0,1799.0,FULL,FULL,U Kyaw,2025-10-30 19:15:00
2025-10-31,RC-008,6.0,5.8,10.0,0.5,1452.0,75.0,0.0,1527.0,FULL,FULL,Ko Zaw,2025-10-31 20:38:00
2025-11-01,RC-008,8.0,6.3,8.0,0.5,1550.0,60.0,0.0,1610.0,FULL,FULL,Ma Thida,2025-11-01 21:27:00
2025-11-02,RC-008,4.3,4.1,11.7,0.3,884.0,88.0,0.0,972.0,FULL,FULL,Ma Thida,2025-11-02 20:59:00
2025-11-03,RC-008,7.4,6.9,8.6,0.6,1718.0,64.0,0.0,1782.0,FULL,FULL,Daw Su,2025-11-03 19:54:00
2025-11-04,RC-008,8.6,8.3,7.4,0.6,1806.0,56.0,0.0,1862.0,REDUCED,REDUCED,Ko Zaw,2025-11-04 19:36:00
2025-11-05,RC-008,5.9,5.3,10.1,0.4,1138.0,76.0,0.0,1214.0,FULL,FULL,U Aung Ko,2025-11-05 18:56:00
2025-11-06,RC-008,8.1,6.7,7.9,0.4,1182.0,59.0,0.0,1241.0,SELECTIVE,SELECTIVE,U Aung Ko,2025-11-06 20:21:00
2025-11-07,RC-008,7.3,6.0,8.7,0.4,1111.0,65.0,0.0,1176.0,SELECTIVE,SELECTIVE,Ma Thida,2025-11-07 21:32:00
2025-11-08,RC-008,3.7,2.6,12.3,0.2,565.0,92.0,0.0,657.0,FULL,FULL,Daw Su,2025-11-08 20:12:00
2025-11-09,RC-008,5.4,4.3,10.6,0.3,958.0,80.0,0.0,1038.0,FULL,FULL,Ma Thida,2025-11-09 20:10:00
2025-11-10,RC-008,9.0,7.1,7.0,0.5,1617.0,52.0,0.0,1669.0,FULL,FULL,U Kyaw,2025-11-10 18:32:00
2025-11-11,RC-008,8.5,6.3,7.5,0.4,1274.0,56.0,0.0,1330.0,FULL,FULL,Ko Zaw,2025-11-11 20:58:00
